<<<<<<< HEAD
Image,Location,Class,Glioma,Meningioma,Pituitary,NoTumor
Tr-me_1113.jpg,"(1.78, 51.44)",Meningioma,False,True,False,False
Tr-me_1114.jpg,"(71.13, 66.46)",Meningioma,False,True,False,False
Tr-me_1115.jpg,"(86.9, 49.23)",Meningioma,False,True,False,False
Tr-me_1116.jpg,"(79.8, 44.77)",Meningioma,False,True,False,False
Tr-me_1117.jpg,"(51.31, 50.26)",Meningioma,False,True,False,False
Tr-me_1118.jpg,"(92.89, 57.77)",Meningioma,False,True,False,False
Tr-me_1119.jpg,"(44.52, 59.06)",Meningioma,False,True,False,False
Tr-me_1120.jpg,"(90.26, 74.5)",Meningioma,False,True,False,False
Tr-me_1121.jpg,"(18.77, 0.72)",Meningioma,False,True,False,False
Tr-me_1122.jpg,"(97.93, 32.86)",Meningioma,False,True,False,False
Tr-me_1123.jpg,"(70.29, 87.81)",Meningioma,False,True,False,False
Tr-me_1124.jpg,"(32.82, 12.51)",Meningioma,False,True,False,False
Tr-me_1125.jpg,"(37.62, 42.52)",Meningioma,False,True,False,False
Tr-me_1126.jpg,"(52.88, 52.66)",Meningioma,False,True,False,False
Tr-me_1127.jpg,"(17.36, 82.37)",Meningioma,False,True,False,False
Tr-me_1128.jpg,"(56.53, 6.37)",Meningioma,False,True,False,False
Tr-me_1129.jpg,"(27.34, 51.68)",Meningioma,False,True,False,False
Tr-me_1130.jpg,"(50.17, 40.49)",Meningioma,False,True,False,False
Tr-me_1131.jpg,"(50.17, 93.24)",Meningioma,False,True,False,False
Tr-me_1132.jpg,"(93.34, 26.77)",Meningioma,False,True,False,False
Tr-me_1133.jpg,"(4.16, 37.68)",Meningioma,False,True,False,False
Tr-me_1134.jpg,"(98.17, 57.81)",Meningioma,False,True,False,False
Tr-me_1135.jpg,"(30.55, 75.27)",Meningioma,False,True,False,False
Tr-me_1136.jpg,"(49.19, 62.16)",Meningioma,False,True,False,False
Tr-me_1137.jpg,"(32.74, 36.9)",Meningioma,False,True,False,False
Tr-me_1138.jpg,"(91.18, 92.07)",Meningioma,False,True,False,False
Tr-me_1139.jpg,"(79.25, 73.98)",Meningioma,False,True,False,False
Tr-me_1140.jpg,"(94.17, 18.92)",Meningioma,False,True,False,False
Tr-me_1141.jpg,"(42.88, 78.93)",Meningioma,False,True,False,False
Tr-me_1142.jpg,"(72.17, 82.01)",Meningioma,False,True,False,False
Tr-me_1143.jpg,"(62.29, 65.55)",Meningioma,False,True,False,False
Tr-me_1144.jpg,"(56.3, 61.18)",Meningioma,False,True,False,False
Tr-me_1145.jpg,"(18.92, 25.51)",Meningioma,False,True,False,False
Tr-me_1146.jpg,"(61.1, 60.3)",Meningioma,False,True,False,False
Tr-me_1147.jpg,"(15.47, 96.49)",Meningioma,False,True,False,False
Tr-me_1148.jpg,"(1.75, 60.03)",Meningioma,False,True,False,False
Tr-me_1149.jpg,"(39.14, 17.09)",Meningioma,False,True,False,False
Tr-me_1150.jpg,"(13.38, 30.23)",Meningioma,False,True,False,False
Tr-me_1151.jpg,"(5.45, 26.7)",Meningioma,False,True,False,False
Tr-me_1152.jpg,"(60.29, 64.37)",Meningioma,False,True,False,False
Tr-me_1153.jpg,"(61.25, 99.87)",Meningioma,False,True,False,False
Tr-me_1154.jpg,"(1.77, 23.77)",Meningioma,False,True,False,False
Tr-me_1155.jpg,"(92.47, 26.73)",Meningioma,False,True,False,False
Tr-me_1156.jpg,"(15.4, 88.39)",Meningioma,False,True,False,False
Tr-me_1157.jpg,"(58.58, 37.74)",Meningioma,False,True,False,False
Tr-me_1158.jpg,"(71.07, 47.09)",Meningioma,False,True,False,False
Tr-me_1159.jpg,"(65.27, 97.92)",Meningioma,False,True,False,False
Tr-me_1160.jpg,"(62.69, 81.63)",Meningioma,False,True,False,False
Tr-me_1161.jpg,"(70.22, 9.51)",Meningioma,False,True,False,False
Tr-me_1162.jpg,"(5.42, 8.66)",Meningioma,False,True,False,False
Tr-me_1163.jpg,"(72.2, 8.42)",Meningioma,False,True,False,False
Tr-me_1164.jpg,"(11.16, 0.21)",Meningioma,False,True,False,False
Tr-me_1165.jpg,"(61.87, 51.35)",Meningioma,False,True,False,False
Tr-me_1166.jpg,"(38.51, 27.99)",Meningioma,False,True,False,False
Tr-me_1167.jpg,"(89.89, 53.25)",Meningioma,False,True,False,False
Tr-me_1168.jpg,"(62.06, 24.62)",Meningioma,False,True,False,False
Tr-me_1169.jpg,"(55.78, 6.1)",Meningioma,False,True,False,False
Tr-me_1170.jpg,"(56.38, 16.82)",Meningioma,False,True,False,False
Tr-me_1171.jpg,"(89.47, 56.09)",Meningioma,False,True,False,False
Tr-me_1172.jpg,"(52.69, 35.78)",Meningioma,False,True,False,False
Tr-me_1173.jpg,"(41.53, 78.75)",Meningioma,False,True,False,False
Tr-me_1174.jpg,"(38.17, 37.3)",Meningioma,False,True,False,False
Tr-me_1175.jpg,"(78.87, 60.13)",Meningioma,False,True,False,False
Tr-me_1176.jpg,"(26.25, 68.56)",Meningioma,False,True,False,False
Tr-me_1177.jpg,"(68.9, 94.48)",Meningioma,False,True,False,False
Tr-me_1178.jpg,"(23.26, 92.54)",Meningioma,False,True,False,False
Tr-me_1179.jpg,"(20.87, 82.91)",Meningioma,False,True,False,False
Tr-me_1180.jpg,"(0.11, 78.22)",Meningioma,False,True,False,False
Tr-me_1181.jpg,"(61.54, 0.13)",Meningioma,False,True,False,False
Tr-me_1182.jpg,"(32.62, 57.82)",Meningioma,False,True,False,False
Tr-me_1183.jpg,"(49.44, 21.78)",Meningioma,False,True,False,False
Tr-me_1184.jpg,"(46.42, 72.35)",Meningioma,False,True,False,False
Tr-me_1185.jpg,"(11.81, 76.61)",Meningioma,False,True,False,False
Tr-me_1186.jpg,"(24.34, 56.43)",Meningioma,False,True,False,False
Tr-me_1187.jpg,"(15.17, 36.64)",Meningioma,False,True,False,False
Tr-me_1188.jpg,"(75.87, 59.82)",Meningioma,False,True,False,False
Tr-me_1189.jpg,"(24.26, 73.86)",Meningioma,False,True,False,False
Tr-me_1190.jpg,"(12.02, 44.37)",Meningioma,False,True,False,False
Tr-me_1191.jpg,"(21.05, 75.5)",Meningioma,False,True,False,False
Tr-me_1192.jpg,"(59.9, 64.42)",Meningioma,False,True,False,False
Tr-me_1193.jpg,"(94.26, 53.56)",Meningioma,False,True,False,False
Tr-me_1194.jpg,"(80.78, 6.38)",Meningioma,False,True,False,False
Tr-me_1195.jpg,"(78.84, 6.65)",Meningioma,False,True,False,False
Tr-me_1196.jpg,"(45.24, 5.99)",Meningioma,False,True,False,False
Tr-me_1197.jpg,"(41.09, 71.65)",Meningioma,False,True,False,False
Tr-me_1198.jpg,"(6.24, 46.58)",Meningioma,False,True,False,False
Tr-me_1199.jpg,"(14.53, 24.11)",Meningioma,False,True,False,False
Tr-me_1200.jpg,"(50.63, 7.49)",Meningioma,False,True,False,False
Tr-me_1201.jpg,"(5.79, 71.53)",Meningioma,False,True,False,False
Tr-me_1202.jpg,"(70.9, 86.28)",Meningioma,False,True,False,False
Tr-me_1203.jpg,"(10.24, 44.64)",Meningioma,False,True,False,False
Tr-me_1204.jpg,"(71.38, 15.1)",Meningioma,False,True,False,False
Tr-me_1205.jpg,"(66.27, 89.93)",Meningioma,False,True,False,False
Tr-me_1206.jpg,"(50.78, 96.17)",Meningioma,False,True,False,False
Tr-me_1207.jpg,"(16.16, 97.22)",Meningioma,False,True,False,False
Tr-me_1208.jpg,"(65.98, 87.1)",Meningioma,False,True,False,False
Tr-me_1209.jpg,"(47.39, 15.37)",Meningioma,False,True,False,False
Tr-me_1210.jpg,"(63.4, 20.18)",Meningioma,False,True,False,False
Tr-me_1211.jpg,"(53.88, 89.81)",Meningioma,False,True,False,False
Tr-me_1212.jpg,"(77.7, 59.91)",Meningioma,False,True,False,False
Tr-me_1213.jpg,"(87.37, 20.64)",Meningioma,False,True,False,False
Tr-me_1214.jpg,"(63.66, 46.41)",Meningioma,False,True,False,False
Tr-me_1215.jpg,"(12.21, 66.77)",Meningioma,False,True,False,False
Tr-me_1216.jpg,"(74.01, 9.08)",Meningioma,False,True,False,False
Tr-me_1217.jpg,"(90.91, 76.89)",Meningioma,False,True,False,False
Tr-me_1218.jpg,"(43.43, 85.62)",Meningioma,False,True,False,False
Tr-me_1219.jpg,"(27.13, 46.26)",Meningioma,False,True,False,False
Tr-me_1220.jpg,"(98.19, 11.86)",Meningioma,False,True,False,False
Tr-me_1221.jpg,"(60.89, 39.83)",Meningioma,False,True,False,False
Tr-me_1222.jpg,"(10.99, 2.67)",Meningioma,False,True,False,False
Tr-me_1223.jpg,"(51.43, 13.77)",Meningioma,False,True,False,False
Tr-me_1224.jpg,"(94.39, 74.87)",Meningioma,False,True,False,False
Tr-me_1225.jpg,"(4.37, 66.9)",Meningioma,False,True,False,False
Tr-me_1226.jpg,"(39.85, 79.21)",Meningioma,False,True,False,False
Tr-me_1227.jpg,"(52.51, 42.09)",Meningioma,False,True,False,False
Tr-me_1228.jpg,"(83.66, 81.98)",Meningioma,False,True,False,False
Tr-me_1229.jpg,"(18.93, 62.45)",Meningioma,False,True,False,False
Tr-me_1230.jpg,"(37.64, 67.17)",Meningioma,False,True,False,False
Tr-me_1231.jpg,"(5.62, 89.54)",Meningioma,False,True,False,False
Tr-me_1232.jpg,"(27.46, 24.91)",Meningioma,False,True,False,False
Tr-me_1233.jpg,"(25.11, 91.31)",Meningioma,False,True,False,False
Tr-me_1234.jpg,"(4.89, 65.22)",Meningioma,False,True,False,False
Tr-me_1235.jpg,"(79.27, 76.26)",Meningioma,False,True,False,False
Tr-me_1236.jpg,"(98.42, 4.8)",Meningioma,False,True,False,False
Tr-me_1237.jpg,"(20.07, 24.71)",Meningioma,False,True,False,False
Tr-me_1238.jpg,"(93.04, 83.56)",Meningioma,False,True,False,False
Tr-me_1239.jpg,"(35.41, 8.38)",Meningioma,False,True,False,False
Tr-me_1240.jpg,"(54.27, 33.38)",Meningioma,False,True,False,False
Tr-me_1241.jpg,"(24.87, 31.57)",Meningioma,False,True,False,False
Tr-me_1242.jpg,"(89.13, 70.54)",Meningioma,False,True,False,False
Tr-me_1243.jpg,"(24.35, 22.73)",Meningioma,False,True,False,False
Tr-me_1244.jpg,"(19.62, 31.85)",Meningioma,False,True,False,False
Tr-me_1245.jpg,"(94.23, 24.14)",Meningioma,False,True,False,False
Tr-me_1246.jpg,"(93.41, 2.74)",Meningioma,False,True,False,False
Tr-me_1247.jpg,"(0.76, 62.81)",Meningioma,False,True,False,False
Tr-me_1248.jpg,"(3.87, 64.62)",Meningioma,False,True,False,False
Tr-me_1249.jpg,"(61.94, 98.21)",Meningioma,False,True,False,False
Tr-me_1250.jpg,"(37.66, 89.24)",Meningioma,False,True,False,False
Tr-me_1251.jpg,"(20.99, 84.89)",Meningioma,False,True,False,False
Tr-me_1252.jpg,"(3.78, 69.57)",Meningioma,False,True,False,False
Tr-me_1253.jpg,"(1.3, 70.84)",Meningioma,False,True,False,False
Tr-me_1254.jpg,"(79.41, 24.7)",Meningioma,False,True,False,False
Tr-me_1255.jpg,"(71.33, 42.57)",Meningioma,False,True,False,False
Tr-me_1256.jpg,"(33.68, 73.7)",Meningioma,False,True,False,False
Tr-me_1257.jpg,"(37.11, 56.93)",Meningioma,False,True,False,False
Tr-me_1258.jpg,"(48.91, 32.37)",Meningioma,False,True,False,False
Tr-me_1259.jpg,"(78.56, 10.79)",Meningioma,False,True,False,False
Tr-me_1260.jpg,"(60.23, 56.69)",Meningioma,False,True,False,False
Tr-me_1261.jpg,"(96.7, 44.57)",Meningioma,False,True,False,False
Tr-me_1262.jpg,"(55.67, 81.9)",Meningioma,False,True,False,False
Tr-me_1263.jpg,"(73.03, 33.43)",Meningioma,False,True,False,False
Tr-me_1264.jpg,"(46.29, 51.24)",Meningioma,False,True,False,False
Tr-me_1265.jpg,"(45.48, 8.56)",Meningioma,False,True,False,False
Tr-me_1266.jpg,"(92.38, 37.0)",Meningioma,False,True,False,False
Tr-me_1267.jpg,"(35.44, 71.1)",Meningioma,False,True,False,False
Tr-me_1268.jpg,"(12.29, 58.95)",Meningioma,False,True,False,False
Tr-me_1269.jpg,"(75.15, 21.0)",Meningioma,False,True,False,False
Tr-me_1270.jpg,"(91.97, 39.03)",Meningioma,False,True,False,False
Tr-me_1271.jpg,"(30.06, 23.51)",Meningioma,False,True,False,False
Tr-me_1272.jpg,"(86.58, 8.68)",Meningioma,False,True,False,False
Tr-me_1273.jpg,"(15.83, 7.0)",Meningioma,False,True,False,False
Tr-me_1274.jpg,"(50.02, 83.52)",Meningioma,False,True,False,False
Tr-me_1275.jpg,"(65.97, 8.25)",Meningioma,False,True,False,False
Tr-me_1276.jpg,"(64.12, 97.5)",Meningioma,False,True,False,False
Tr-me_1277.jpg,"(52.85, 35.73)",Meningioma,False,True,False,False
Tr-me_1278.jpg,"(46.76, 32.59)",Meningioma,False,True,False,False
Tr-me_1279.jpg,"(8.72, 54.39)",Meningioma,False,True,False,False
Tr-me_1280.jpg,"(44.09, 30.83)",Meningioma,False,True,False,False
Tr-me_1281.jpg,"(84.93, 69.39)",Meningioma,False,True,False,False
Tr-me_1282.jpg,"(22.88, 64.78)",Meningioma,False,True,False,False
Tr-me_1283.jpg,"(60.73, 54.38)",Meningioma,False,True,False,False
Tr-me_1284.jpg,"(33.62, 52.3)",Meningioma,False,True,False,False
Tr-me_1285.jpg,"(90.54, 7.31)",Meningioma,False,True,False,False
Tr-me_1286.jpg,"(43.99, 23.5)",Meningioma,False,True,False,False
Tr-me_1287.jpg,"(18.43, 84.62)",Meningioma,False,True,False,False
Tr-me_1288.jpg,"(97.21, 40.76)",Meningioma,False,True,False,False
Tr-me_1289.jpg,"(13.26, 65.61)",Meningioma,False,True,False,False
Tr-me_1290.jpg,"(70.46, 60.2)",Meningioma,False,True,False,False
Tr-me_1291.jpg,"(58.05, 7.35)",Meningioma,False,True,False,False
Tr-me_1292.jpg,"(23.23, 24.48)",Meningioma,False,True,False,False
Tr-me_1293.jpg,"(58.7, 85.42)",Meningioma,False,True,False,False
Tr-me_1294.jpg,"(51.47, 12.53)",Meningioma,False,True,False,False
Tr-me_1295.jpg,"(99.93, 99.59)",Meningioma,False,True,False,False
Tr-me_1296.jpg,"(67.67, 76.91)",Meningioma,False,True,False,False
Tr-me_1297.jpg,"(69.32, 28.73)",Meningioma,False,True,False,False
Tr-me_1298.jpg,"(20.54, 95.14)",Meningioma,False,True,False,False
Tr-me_1299.jpg,"(70.48, 91.14)",Meningioma,False,True,False,False
Tr-me_1300.jpg,"(6.54, 2.85)",Meningioma,False,True,False,False
Tr-me_1301.jpg,"(91.15, 96.14)",Meningioma,False,True,False,False
Tr-me_1302.jpg,"(95.05, 86.51)",Meningioma,False,True,False,False
Tr-me_1303.jpg,"(15.59, 29.4)",Meningioma,False,True,False,False
Tr-me_1304.jpg,"(85.0, 31.47)",Meningioma,False,True,False,False
Tr-me_1305.jpg,"(17.81, 31.98)",Meningioma,False,True,False,False
Tr-me_1306.jpg,"(55.83, 81.88)",Meningioma,False,True,False,False
Tr-me_1307.jpg,"(0.42, 15.51)",Meningioma,False,True,False,False
Tr-me_1308.jpg,"(78.44, 53.16)",Meningioma,False,True,False,False
Tr-me_1309.jpg,"(98.29, 67.05)",Meningioma,False,True,False,False
Tr-me_1310.jpg,"(53.97, 29.86)",Meningioma,False,True,False,False
Tr-me_1311.jpg,"(98.1, 32.13)",Meningioma,False,True,False,False
Tr-me_1312.jpg,"(4.58, 36.03)",Meningioma,False,True,False,False
Tr-me_1313.jpg,"(80.16, 81.75)",Meningioma,False,True,False,False
Tr-me_1314.jpg,"(0.11, 52.85)",Meningioma,False,True,False,False
Tr-me_1315.jpg,"(47.41, 36.97)",Meningioma,False,True,False,False
Tr-me_1316.jpg,"(24.96, 28.83)",Meningioma,False,True,False,False
Tr-me_1317.jpg,"(97.8, 61.72)",Meningioma,False,True,False,False
Tr-me_1318.jpg,"(77.73, 10.54)",Meningioma,False,True,False,False
Tr-me_1319.jpg,"(82.98, 70.11)",Meningioma,False,True,False,False
Tr-me_1320.jpg,"(10.03, 13.93)",Meningioma,False,True,False,False
Tr-me_1321.jpg,"(69.32, 7.24)",Meningioma,False,True,False,False
Tr-me_1322.jpg,"(69.53, 0.88)",Meningioma,False,True,False,False
Tr-me_1323.jpg,"(90.37, 82.01)",Meningioma,False,True,False,False
Tr-me_1324.jpg,"(89.09, 5.46)",Meningioma,False,True,False,False
Tr-me_1325.jpg,"(25.88, 39.78)",Meningioma,False,True,False,False
Tr-me_1326.jpg,"(41.89, 98.79)",Meningioma,False,True,False,False
Tr-me_1327.jpg,"(29.15, 3.63)",Meningioma,False,True,False,False
Tr-me_1328.jpg,"(16.68, 41.29)",Meningioma,False,True,False,False
Tr-me_1329.jpg,"(52.87, 81.93)",Meningioma,False,True,False,False
Tr-me_1330.jpg,"(74.75, 18.48)",Meningioma,False,True,False,False
Tr-me_1331.jpg,"(51.17, 67.64)",Meningioma,False,True,False,False
Tr-me_1332.jpg,"(70.38, 42.66)",Meningioma,False,True,False,False
Tr-me_1333.jpg,"(76.54, 61.58)",Meningioma,False,True,False,False
Tr-me_1334.jpg,"(32.43, 67.52)",Meningioma,False,True,False,False
Tr-me_1335.jpg,"(68.66, 89.77)",Meningioma,False,True,False,False
Tr-me_1336.jpg,"(11.76, 98.79)",Meningioma,False,True,False,False
Tr-me_1337.jpg,"(82.12, 73.49)",Meningioma,False,True,False,False
Tr-me_1338.jpg,"(51.4, 92.48)",Meningioma,False,True,False,False
Tr-noTr_0000.jpg,"(10.32, 69.32)",NoTumor,False,False,False,True
Tr-noTr_0001.jpg,"(29.41, 73.96)",NoTumor,False,False,False,True
Tr-noTr_0002.jpg,"(68.53, 89.55)",NoTumor,False,False,False,True
Tr-noTr_0003.jpg,"(14.14, 53.68)",NoTumor,False,False,False,True
Tr-noTr_0004.jpg,"(49.57, 63.09)",NoTumor,False,False,False,True
Tr-noTr_0005.jpg,"(8.89, 15.62)",NoTumor,False,False,False,True
Tr-noTr_0006.jpg,"(3.68, 56.63)",NoTumor,False,False,False,True
Tr-noTr_0007.jpg,"(47.88, 43.32)",NoTumor,False,False,False,True
Tr-noTr_0008.jpg,"(40.69, 1.24)",NoTumor,False,False,False,True
Tr-noTr_0009.jpg,"(32.46, 23.36)",NoTumor,False,False,False,True
Tr-no_0010.jpg,"(67.82, 60.64)",NoTumor,False,False,False,True
Tr-no_0011.jpg,"(79.53, 36.91)",NoTumor,False,False,False,True
Tr-no_0012.jpg,"(2.4, 70.12)",NoTumor,False,False,False,True
Tr-no_0013.jpg,"(61.88, 56.76)",NoTumor,False,False,False,True
Tr-no_0014.jpg,"(1.58, 8.52)",NoTumor,False,False,False,True
Tr-no_0015.jpg,"(87.58, 21.68)",NoTumor,False,False,False,True
Tr-no_0016.jpg,"(0.42, 3.41)",NoTumor,False,False,False,True
Tr-no_0017.jpg,"(40.58, 44.4)",NoTumor,False,False,False,True
Tr-no_0018.jpg,"(1.11, 87.94)",NoTumor,False,False,False,True
Tr-no_0019.jpg,"(44.22, 2.89)",NoTumor,False,False,False,True
Tr-no_0020.jpg,"(12.85, 79.88)",NoTumor,False,False,False,True
Tr-no_0021.jpg,"(36.92, 34.11)",NoTumor,False,False,False,True
Tr-no_0022.jpg,"(29.72, 89.79)",NoTumor,False,False,False,True
Tr-no_0023.jpg,"(29.01, 81.9)",NoTumor,False,False,False,True
Tr-no_0024.jpg,"(72.75, 34.12)",NoTumor,False,False,False,True
Tr-no_0025.jpg,"(2.91, 37.26)",NoTumor,False,False,False,True
Tr-no_0026.jpg,"(89.67, 95.1)",NoTumor,False,False,False,True
Tr-no_0027.jpg,"(53.32, 3.11)",NoTumor,False,False,False,True
Tr-no_0028.jpg,"(97.41, 75.84)",NoTumor,False,False,False,True
Tr-no_0029.jpg,"(94.91, 93.46)",NoTumor,False,False,False,True
Tr-no_0030.jpg,"(6.95, 36.12)",NoTumor,False,False,False,True
Tr-no_0031.jpg,"(22.79, 84.9)",NoTumor,False,False,False,True
Tr-no_0032.jpg,"(68.97, 78.26)",NoTumor,False,False,False,True
Tr-no_0033.jpg,"(61.06, 73.52)",NoTumor,False,False,False,True
Tr-no_0034.jpg,"(65.69, 11.21)",NoTumor,False,False,False,True
Tr-no_0035.jpg,"(31.05, 14.43)",NoTumor,False,False,False,True
Tr-no_0036.jpg,"(41.28, 24.46)",NoTumor,False,False,False,True
Tr-no_0037.jpg,"(60.03, 64.94)",NoTumor,False,False,False,True
Tr-no_0038.jpg,"(35.76, 7.78)",NoTumor,False,False,False,True
Tr-no_0039.jpg,"(96.5, 56.23)",NoTumor,False,False,False,True
Tr-no_0040.jpg,"(88.37, 11.36)",NoTumor,False,False,False,True
Tr-no_0041.jpg,"(81.16, 41.05)",NoTumor,False,False,False,True
Tr-no_0042.jpg,"(56.37, 34.96)",NoTumor,False,False,False,True
Tr-no_0043.jpg,"(38.79, 64.5)",NoTumor,False,False,False,True
Tr-no_0044.jpg,"(68.54, 88.72)",NoTumor,False,False,False,True
Tr-no_0045.jpg,"(65.85, 75.23)",NoTumor,False,False,False,True
Tr-no_0046.jpg,"(37.66, 36.75)",NoTumor,False,False,False,True
Tr-no_0047.jpg,"(22.95, 43.4)",NoTumor,False,False,False,True
Tr-no_0048.jpg,"(60.53, 45.37)",NoTumor,False,False,False,True
Tr-no_0049.jpg,"(12.5, 86.09)",NoTumor,False,False,False,True
Tr-no_0050.jpg,"(43.26, 33.75)",NoTumor,False,False,False,True
Tr-no_0051.jpg,"(32.67, 53.87)",NoTumor,False,False,False,True
Tr-no_0052.jpg,"(70.6, 96.92)",NoTumor,False,False,False,True
Tr-no_0053.jpg,"(36.97, 11.59)",NoTumor,False,False,False,True
Tr-no_0054.jpg,"(57.71, 3.9)",NoTumor,False,False,False,True
Tr-no_0055.jpg,"(27.28, 98.18)",NoTumor,False,False,False,True
Tr-no_0056.jpg,"(35.05, 28.15)",NoTumor,False,False,False,True
Tr-no_0057.jpg,"(14.69, 73.6)",NoTumor,False,False,False,True
Tr-no_0058.jpg,"(20.37, 59.17)",NoTumor,False,False,False,True
Tr-no_0059.jpg,"(23.37, 94.59)",NoTumor,False,False,False,True
Tr-no_0060.jpg,"(80.32, 43.47)",NoTumor,False,False,False,True
Tr-no_0061.jpg,"(39.1, 67.95)",NoTumor,False,False,False,True
Tr-no_0062.jpg,"(9.2, 16.77)",NoTumor,False,False,False,True
Tr-no_0063.jpg,"(32.85, 17.87)",NoTumor,False,False,False,True
Tr-no_0064.jpg,"(88.8, 84.22)",NoTumor,False,False,False,True
Tr-no_0065.jpg,"(47.99, 97.32)",NoTumor,False,False,False,True
Tr-no_0066.jpg,"(96.58, 75.38)",NoTumor,False,False,False,True
Tr-no_0067.jpg,"(7.26, 26.31)",NoTumor,False,False,False,True
Tr-no_0068.jpg,"(19.92, 2.8)",NoTumor,False,False,False,True
Tr-no_0069.jpg,"(80.69, 57.0)",NoTumor,False,False,False,True
Tr-no_0070.jpg,"(54.77, 15.63)",NoTumor,False,False,False,True
Tr-no_0071.jpg,"(0.85, 54.25)",NoTumor,False,False,False,True
Tr-no_0072.jpg,"(88.99, 42.51)",NoTumor,False,False,False,True
Tr-no_0073.jpg,"(37.71, 44.92)",NoTumor,False,False,False,True
Tr-no_0074.jpg,"(79.53, 64.1)",NoTumor,False,False,False,True
Tr-no_0075.jpg,"(5.08, 53.04)",NoTumor,False,False,False,True
Tr-no_0076.jpg,"(33.32, 20.93)",NoTumor,False,False,False,True
Tr-no_0077.jpg,"(47.14, 95.36)",NoTumor,False,False,False,True
Tr-no_0078.jpg,"(7.54, 39.6)",NoTumor,False,False,False,True
Tr-no_0079.jpg,"(29.07, 78.45)",NoTumor,False,False,False,True
Tr-no_0080.jpg,"(36.14, 71.39)",NoTumor,False,False,False,True
Tr-no_0081.jpg,"(67.7, 41.33)",NoTumor,False,False,False,True
Tr-no_0082.jpg,"(92.19, 73.31)",NoTumor,False,False,False,True
Tr-no_0083.jpg,"(6.4, 58.07)",NoTumor,False,False,False,True
Tr-no_0084.jpg,"(90.59, 6.88)",NoTumor,False,False,False,True
Tr-no_0085.jpg,"(77.26, 0.28)",NoTumor,False,False,False,True
Tr-no_0086.jpg,"(62.33, 49.24)",NoTumor,False,False,False,True
Tr-no_0087.jpg,"(95.83, 9.45)",NoTumor,False,False,False,True
Tr-no_0088.jpg,"(6.82, 48.38)",NoTumor,False,False,False,True
Tr-no_0089.jpg,"(3.68, 29.91)",NoTumor,False,False,False,True
Tr-no_0090.jpg,"(46.61, 22.6)",NoTumor,False,False,False,True
Tr-no_0091.jpg,"(98.4, 36.87)",NoTumor,False,False,False,True
Tr-no_0092.jpg,"(13.04, 25.16)",NoTumor,False,False,False,True
Tr-no_0093.jpg,"(41.23, 93.18)",NoTumor,False,False,False,True
Tr-no_0094.jpg,"(1.61, 70.43)",NoTumor,False,False,False,True
Tr-no_0095.jpg,"(21.06, 9.6)",NoTumor,False,False,False,True
Tr-no_0096.jpg,"(43.62, 90.26)",NoTumor,False,False,False,True
Tr-no_0097.jpg,"(52.45, 30.01)",NoTumor,False,False,False,True
Tr-no_0098.jpg,"(42.74, 45.54)",NoTumor,False,False,False,True
Tr-no_0099.jpg,"(88.21, 33.09)",NoTumor,False,False,False,True
Tr-no_0100.jpg,"(85.21, 84.8)",NoTumor,False,False,False,True
Tr-no_0101.jpg,"(72.66, 52.69)",NoTumor,False,False,False,True
Tr-no_0102.jpg,"(11.38, 99.89)",NoTumor,False,False,False,True
Tr-no_0103.jpg,"(94.97, 40.79)",NoTumor,False,False,False,True
Tr-no_0104.jpg,"(4.71, 93.56)",NoTumor,False,False,False,True
Tr-no_0105.jpg,"(34.03, 37.5)",NoTumor,False,False,False,True
Tr-no_0106.jpg,"(1.03, 4.83)",NoTumor,False,False,False,True
Tr-no_0107.jpg,"(92.28, 43.02)",NoTumor,False,False,False,True
Tr-no_0108.jpg,"(28.23, 48.35)",NoTumor,False,False,False,True
Tr-no_0109.jpg,"(14.86, 65.03)",NoTumor,False,False,False,True
Tr-no_0110.jpg,"(2.76, 83.24)",NoTumor,False,False,False,True
Tr-no_0111.jpg,"(32.48, 43.32)",NoTumor,False,False,False,True
Tr-no_0112.jpg,"(93.4, 56.71)",NoTumor,False,False,False,True
Tr-no_0113.jpg,"(88.3, 99.26)",NoTumor,False,False,False,True
Tr-no_0114.jpg,"(42.33, 18.64)",NoTumor,False,False,False,True
Tr-no_0115.jpg,"(69.2, 9.05)",NoTumor,False,False,False,True
Tr-no_0116.jpg,"(13.44, 55.91)",NoTumor,False,False,False,True
Tr-no_0117.jpg,"(91.41, 64.23)",NoTumor,False,False,False,True
Tr-no_0118.jpg,"(72.4, 58.32)",NoTumor,False,False,False,True
Tr-no_0119.jpg,"(66.66, 18.21)",NoTumor,False,False,False,True
Tr-no_0120.jpg,"(7.84, 91.94)",NoTumor,False,False,False,True
Tr-no_0121.jpg,"(7.55, 45.61)",NoTumor,False,False,False,True
Tr-no_0122.jpg,"(18.66, 15.24)",NoTumor,False,False,False,True
Tr-no_0123.jpg,"(11.11, 44.8)",NoTumor,False,False,False,True
Tr-no_0124.jpg,"(22.64, 71.53)",NoTumor,False,False,False,True
Tr-no_0125.jpg,"(54.12, 90.15)",NoTumor,False,False,False,True
Tr-no_0126.jpg,"(13.99, 70.49)",NoTumor,False,False,False,True
Tr-no_0127.jpg,"(67.15, 14.59)",NoTumor,False,False,False,True
Tr-no_0128.jpg,"(22.75, 99.79)",NoTumor,False,False,False,True
Tr-no_0129.jpg,"(10.46, 13.02)",NoTumor,False,False,False,True
Tr-no_0130.jpg,"(53.14, 75.86)",NoTumor,False,False,False,True
